iter	Logloss
502	0.184701074
503	0.1845384495
504	0.1843262338
505	0.184137062
506	0.1839059482
507	0.1837115573
508	0.1834910126
509	0.1832050668
510	0.1829285565
511	0.1826628046
512	0.1825591093
513	0.1824524463
514	0.182196396
515	0.182029198
516	0.1818542339
517	0.1816735109
518	0.1813748878
519	0.1811615623
520	0.1809562279
521	0.1807325577
522	0.1804776018
523	0.1803248551
524	0.18021447
525	0.1800208201
526	0.1797714262
527	0.1793369865
528	0.1790983327
529	0.1789316201
530	0.1787895961
531	0.1784476762
532	0.1781004061
533	0.1777807042
534	0.1775637247
535	0.1773679273
536	0.1771113463
537	0.1769519329
538	0.1767290852
539	0.1765428799
540	0.1762668594
541	0.1760938236
542	0.1757920408
543	0.1755522325
544	0.1753617218
545	0.1751136297
546	0.1749787827
547	0.174782293
548	0.1744857348
549	0.1742684379
550	0.1740120849
551	0.173795559
552	0.1735605742
553	0.1732007565
554	0.1729332954
555	0.1725976377
556	0.1723668544
557	0.1722201843
558	0.1720343453
559	0.1716358974
560	0.1714213904
561	0.1712905063
562	0.1710367354
563	0.1707738396
564	0.1706103826
565	0.170478208
566	0.1700961738
567	0.1698678193
568	0.1696766171
569	0.1693520313
570	0.1691696633
571	0.1690159061
572	0.1687464684
573	0.1685985539
574	0.1682993832
575	0.1680790887
576	0.1677614018
577	0.1676152141
578	0.1673049863
579	0.1671012819
580	0.1667402002
581	0.166546861
582	0.1663473706
583	0.1661387118
584	0.1660017645
585	0.1658198942
586	0.1655701159
587	0.1653644009
588	0.1651840781
589	0.1649738454
590	0.1647656914
591	0.1646210129
592	0.1643248054
593	0.1640228176
594	0.1638978665
595	0.1637180718
596	0.1633631699
597	0.1632168241
598	0.1630081108
599	0.1627854514
600	0.1626023377
601	0.1623795416
602	0.1621763908
603	0.1620601356
604	0.1618795141
605	0.1617213256
606	0.1615233898
607	0.1613181648
608	0.1611488767
609	0.1609722318
610	0.1607158197
611	0.1605443357
612	0.1603088272
613	0.1600832377
614	0.1598567999
615	0.1596665456
616	0.1594053948
617	0.1592331683
618	0.1590351421
619	0.1588819433
620	0.1587365616
621	0.1584530123
622	0.158260659
623	0.1581116817
624	0.1578816908
625	0.1577586541
626	0.1575490424
627	0.1572667632
628	0.1571080775
629	0.1569320505
630	0.1567585127
631	0.1566074727
632	0.1564445469
633	0.1562741855
634	0.1560965082
635	0.1558018881
636	0.1556013169
637	0.1554163936
638	0.1552414406
639	0.1550100917
640	0.1548218479
641	0.1546510741
642	0.1545213482
643	0.1543412057
644	0.1542167459
645	0.1540103405
646	0.1538499382
647	0.1535865866
648	0.1534207857
649	0.1532142681
650	0.1529863826
651	0.152673459
652	0.152513573
653	0.1523543584
654	0.1521999797
655	0.1519966608
656	0.1518590418
657	0.1517218783
658	0.1515507456
659	0.1513506724
660	0.1512464222
661	0.1510979534
662	0.1509587148
663	0.1506410102
664	0.1504604772
665	0.1502697287
666	0.1501075707
667	0.1499138766
668	0.1497653815
669	0.1496435897
670	0.14943579
671	0.1493373
672	0.1490396131
673	0.1488840087
674	0.1486876669
675	0.1484861099
676	0.1483271367
677	0.1480923803
678	0.147905571
679	0.1476961733
680	0.1474563855
681	0.1473478494
682	0.1471798384
683	0.1470018256
684	0.1468080452
685	0.146640902
686	0.1463573429
687	0.1462542485
688	0.1461137112
689	0.1459114368
690	0.1457751446
691	0.1456293366
692	0.1455130202
693	0.1453927587
694	0.1451978755
695	0.1449969355
696	0.1448341329
697	0.1446684612
698	0.1445336558
699	0.1443578842
700	0.1441735453
701	0.1439916012
702	0.1438536793
703	0.1436977184
704	0.1434764173
705	0.1433622422
706	0.1431715972
707	0.1430583743
708	0.1428127773
709	0.1426783356
710	0.1424853984
711	0.1422216342
712	0.1420488681
713	0.1418576082
714	0.1416827033
715	0.1414261412
716	0.1412766542
717	0.1411474811
718	0.1410316614
719	0.1408934385
720	0.1407284402
721	0.1406077929
722	0.1403867407
723	0.140220164
724	0.1400693638
725	0.13990294
726	0.1397678239
727	0.1396467066
728	0.1394625282
729	0.1392730947
730	0.1391528306
731	0.1389043701
732	0.1387035687
733	0.1385817119
734	0.1384566379
735	0.1382454028
736	0.1381410628
737	0.1380230388
738	0.1379125658
739	0.137901723
740	0.1377869926
741	0.137674313
742	0.1375370313
743	0.1375264263
744	0.1373312796
745	0.1371900919
746	0.1370813379
747	0.1369225449
748	0.1368127908
749	0.1366854938
750	0.1365109192
751	0.1363826398
752	0.1363723307
753	0.1362448705
754	0.1361153485
755	0.1359396197
756	0.1358489568
757	0.1356347752
758	0.1354802037
759	0.135339334
760	0.1353293324
761	0.1351237739
762	0.134877392
763	0.1347280728
764	0.134580182
765	0.1344467295
766	0.134356203
767	0.1342393843
768	0.1340841961
769	0.1339396692
770	0.13381495
771	0.1336711443
772	0.13347514
773	0.1333553917
774	0.1331789876
775	0.1330260966
776	0.1329121352
777	0.1327802018
778	0.1326677936
779	0.1326584384
780	0.1326179836
781	0.1326090029
782	0.1324898165
783	0.1323804392
784	0.132273488
785	0.1320813364
786	0.1318977798
787	0.1318890058
788	0.1317458203
789	0.1316778735
790	0.1314727308
791	0.1313629941
792	0.1312626376
793	0.1311530467
794	0.1310710964
795	0.1308801271
796	0.1307068214
797	0.1305819518
798	0.1303856645
799	0.1302790779
800	0.1301563972
801	0.1300429969
802	0.1299631723
803	0.129841434
804	0.1297652915
805	0.1295455722
806	0.1293773494
807	0.1292771017
808	0.1291450747
809	0.1289493084
810	0.1287860915
811	0.1286741576
812	0.1286662372
813	0.1284482585
814	0.1283075494
815	0.128216504
816	0.1280726999
817	0.1278927918
818	0.1277952113
819	0.1276835013
820	0.1275075442
821	0.1273933013
822	0.1271821513
823	0.1270584095
824	0.1268884887
825	0.1268062104
826	0.1267144452
827	0.1267067089
828	0.1266255527
829	0.1266180231
830	0.1265134502
831	0.1263936746
832	0.1262855227
833	0.1260828622
834	0.1260040668
835	0.1258920629
836	0.1258433766
837	0.1257098393
838	0.1255557171
839	0.1254825044
840	0.1253947391
841	0.1252707602
842	0.1251554873
843	0.1250331884
844	0.1248628706
845	0.1246630846
846	0.1244964074
847	0.1243876806
848	0.1242919648
849	0.1241355258
850	0.1240366838
851	0.1239624302
852	0.1238924284
853	0.1237416536
854	0.1235924708
855	0.123478386
856	0.1233343094
857	0.1232017181
858	0.1230182377
859	0.1229237652
860	0.1228355205
861	0.1227344779
862	0.1226410928
863	0.1225532467
864	0.122396021
865	0.1223890633
866	0.1223069751
867	0.122196419
868	0.1220957472
869	0.121955864
870	0.1219491082
871	0.1217795787
872	0.1217135698
873	0.1215082218
874	0.1214416595
875	0.121327549
876	0.1212198788
877	0.1211539599
878	0.1210243012
879	0.1208369552
880	0.1207424206
881	0.1206404249
882	0.1204971211
883	0.1203111287
884	0.1201576509
885	0.1200865661
886	0.1199875234
887	0.1198867027
888	0.1197556393
889	0.1196274977
890	0.1194698105
891	0.1193623934
892	0.1192649327
893	0.1191393697
894	0.1191330038
895	0.1189990088
896	0.1188359544
897	0.1186638506
898	0.1186576547
899	0.1184934035
900	0.1184873314
901	0.1183474036
902	0.1182523243
903	0.1180830813
904	0.117950888
905	0.117860087
906	0.1177575832
907	0.1177516556
908	0.1176842945
909	0.1175509571
910	0.1174233319
911	0.1172877789
912	0.1172220983
913	0.1171510204
914	0.1170631777
915	0.1170364157
916	0.116878561
917	0.1167158578
918	0.1165625705
919	0.1164641507
920	0.1163486263
921	0.1162572279
922	0.1161494838
923	0.1160749649
924	0.1159492748
925	0.1159118522
926	0.1157547451
927	0.1156599129
928	0.115571629
929	0.1154424932
930	0.1153411358
931	0.1152306597
932	0.1151324969
933	0.1150700324
934	0.1149528533
935	0.1148622515
936	0.1147331306
937	0.1146227005
938	0.1145155372
939	0.1143876028
940	0.114300252
941	0.1142403152
942	0.1141337352
943	0.1140741616
944	0.1139865955
945	0.1138965433
946	0.1137894379
947	0.1136664447
948	0.1135172235
949	0.113462374
950	0.1133066006
951	0.1131698482
952	0.1130754796
953	0.1130053357
954	0.1129228615
955	0.1128519496
956	0.1128389788
957	0.1128128961
958	0.1127310935
959	0.1126249472
960	0.1125203286
961	0.1123866727
962	0.1123621308
963	0.1122631435
964	0.1121542054
965	0.1120384503
966	0.1119288902
967	0.1118112824
968	0.1115828529
969	0.1115301011
970	0.1114417372
971	0.1113088141
972	0.1111994159
973	0.1110525237
974	0.1109801844
975	0.1109040786
976	0.1107612401
977	0.1106486187
978	0.110538164
979	0.1104052531
980	0.1104004972
981	0.1103019041
982	0.1102170893
983	0.1102124173
984	0.1100860682
985	0.1100026875
986	0.1098453789
987	0.1097629465
988	0.1096305172
989	0.1095497932
990	0.109437758
991	0.1093213482
992	0.1092185604
993	0.1091157735
994	0.1090488817
995	0.1089104338
996	0.10884188
997	0.1087093313
998	0.1087048141
999	0.1086009334
