matchPeriod,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls_received,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Saves,Clearances,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_penalty,Yellow_card,Red_card,PlayerType,gender
E2,4,2,2,0,0,0,1,1,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
1H,22,17,5,3,1,2,4,3,1,0,0,0,12,6,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,Forward,1
E1,6,4,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,11,11,0,0,0,0,1,1,0,2,2,0,2,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,Defender,1
1H,23,21,2,0,0,0,2,2,0,4,3,1,12,4,5,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,34,31,3,0,0,0,4,3,1,1,1,0,7,5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,2,2,0,1,1,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
1H,11,7,4,0,0,0,0,0,0,8,6,2,9,3,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Forward,1
1H,20,16,4,0,0,0,1,0,1,3,2,1,2,1,1,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,Defender,1
E2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,ForwardSubstitute,1
1H,11,11,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,9,2,7,0,0,0,1,0,1,1,1,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,5,4,1,0,0,0,0,0,0,0,0,0,7,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
2H,27,27,0,0,0,0,1,1,0,3,1,2,7,3,1,0,0,0,0,0,3,0,3,1,0,1,0,0,0,0,Defender,1
2H,41,36,5,0,0,0,0,0,0,5,5,0,5,3,1,2,0,0,0,0,5,0,3,0,0,0,0,0,0,0,Defender,1
1H,14,12,2,0,0,0,1,0,1,0,0,0,3,2,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
1H,17,16,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,9,9,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,11,8,3,1,1,0,1,0,1,0,0,0,6,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,13,13,0,0,0,0,0,0,0,3,2,1,3,0,2,0,1,0,0,0,3,0,1,1,1,0,0,0,0,0,Defender,1
2H,7,6,1,1,0,1,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
E2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,24,21,3,3,0,3,1,1,0,0,0,0,10,6,4,4,1,4,1,3,1,0,0,2,2,0,1,0,0,0,Midfielder,1
2H,6,6,0,0,0,0,0,0,0,1,1,0,3,1,1,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,MidfielderSubstitute,1
1H,9,8,1,0,0,0,0,0,0,6,2,4,8,4,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,Forward,1
2H,34,27,7,0,0,0,3,1,2,1,0,1,14,6,6,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,10,7,3,0,0,0,3,3,0,2,0,2,5,2,3,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,17,12,5,3,1,2,1,0,1,0,0,0,16,5,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
1H,10,8,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
1H,13,9,4,5,1,4,1,1,0,3,1,2,8,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Forward,1
2H,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,ForwardSubstitute,1
1H,16,15,1,0,0,0,0,0,0,2,1,1,3,1,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,Defender,1
1H,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,1
E1,5,5,0,0,0,0,0,0,0,2,0,2,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,22,16,6,7,3,4,3,2,1,2,1,1,3,0,2,10,1,4,4,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,11,9,2,0,0,0,2,0,2,1,1,0,3,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
1H,17,14,3,4,2,2,0,0,0,1,1,0,10,2,6,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,12,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,22,20,2,0,0,0,1,0,1,3,2,1,10,3,6,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,Defender,1
2H,41,37,4,4,1,3,0,0,0,1,1,0,11,6,2,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,Midfielder,1
1H,2,1,1,0,0,0,0,0,0,3,0,3,8,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Forward,1
E2,10,9,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,7,5,2,0,0,0,0,0,0,0,0,0,12,4,6,1,1,0,0,0,7,0,4,0,0,0,0,0,0,0,Defender,1
2H,6,3,3,1,0,1,1,0,1,0,0,0,5,2,3,0,0,0,0,0,3,0,1,1,1,0,1,0,0,0,MidfielderSubstitute,1
E2,2,2,0,0,0,0,0,0,0,1,0,1,4,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,ForwardSubstitute,1
1H,21,16,5,2,0,2,0,0,0,0,0,0,7,3,4,2,0,1,1,0,1,0,0,2,1,1,0,1,0,0,Forward,1
1H,19,16,3,1,0,1,3,2,1,1,1,0,8,1,3,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
2H,26,22,4,2,1,1,0,0,0,6,4,2,11,6,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,15,14,1,3,2,1,0,0,0,0,0,0,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,8,6,2,0,0,0,0,0,0,1,1,0,7,3,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,Midfielder,1
1H,23,17,6,0,0,0,1,1,0,2,1,1,10,3,6,2,1,0,0,0,9,0,2,1,1,0,0,0,0,0,Midfielder,1
2H,15,14,1,0,0,0,1,1,0,1,1,0,6,0,3,0,0,0,0,0,6,0,1,1,0,1,0,0,0,0,Midfielder,1
2H,7,6,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,DefenderSubstitute,1
2H,6,5,1,2,1,1,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,9,9,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,17,14,3,1,0,1,0,0,0,3,1,2,11,5,3,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,Midfielder,1
E2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,MidfielderSubstitute,1
2H,9,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,1,1,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
2H,14,13,1,0,0,0,0,0,0,5,1,4,6,3,1,2,1,0,0,0,0,0,0,4,2,2,0,0,0,0,Forward,1
1H,44,40,4,1,0,1,6,5,1,1,0,1,4,2,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,25,22,3,2,2,0,1,1,0,0,0,0,8,2,3,6,0,0,0,0,3,0,2,1,0,1,0,0,0,0,Defender,1
2H,15,13,2,1,0,1,0,0,0,2,1,1,14,8,2,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,Defender,1
1H,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,14,11,3,1,0,1,1,1,0,2,2,0,3,0,3,5,1,0,0,0,3,0,0,0,0,0,0,0,1,0,Defender,1
2H,15,13,2,0,0,0,0,0,0,3,1,2,7,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Forward,1
2H,7,3,4,3,0,3,0,0,0,0,0,0,5,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,1,1,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
1H,9,4,5,0,0,0,0,0,0,7,4,3,11,4,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Forward,1
2H,34,34,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0,0,Defender,1
1H,35,30,5,0,0,0,2,1,1,2,1,1,2,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
1H,17,15,2,1,0,1,0,0,0,1,0,1,15,6,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,Forward,1
2H,5,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,6,5,1,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,ForwardSubstitute,1
1H,31,24,7,1,0,1,4,0,4,3,3,0,10,5,3,0,1,0,0,0,5,0,2,1,1,0,0,0,0,0,Midfielder,1
2H,9,7,2,1,0,1,0,0,0,9,6,3,11,3,4,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,Forward,1
2H,16,12,4,1,0,1,0,0,0,1,0,1,7,4,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,Midfielder,1
2H,2,2,0,0,0,0,0,0,0,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,9,6,3,0,0,0,5,3,2,1,1,0,8,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
1H,34,30,4,0,0,0,2,1,1,1,1,0,5,2,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,Defender,1
1H,17,15,2,1,1,0,1,1,0,1,0,1,4,0,3,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,Midfielder,1
1H,23,23,0,0,0,0,2,2,0,0,0,0,2,0,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,9,4,5,0,0,0,0,0,0,5,3,2,10,4,4,0,2,0,0,0,2,0,0,3,2,1,0,0,0,0,Forward,1
E1,8,7,1,1,0,1,0,0,0,1,1,0,6,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,7,7,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,37,31,6,2,1,1,3,1,2,1,0,1,9,5,2,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,11,10,1,1,1,0,0,0,0,1,0,1,5,1,1,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,Midfielder,1
1H,10,8,2,0,0,0,1,1,0,0,0,0,9,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Forward,1
2H,7,7,0,0,0,0,0,0,0,0,0,0,10,3,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,MidfielderSubstitute,1
1H,22,16,6,1,0,1,3,1,2,0,0,0,10,6,2,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,Midfielder,1
2H,12,11,1,0,0,0,0,0,0,2,2,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,5,3,2,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,21,20,1,0,0,0,1,0,1,4,1,3,4,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,8,5,3,0,0,0,2,2,0,4,4,0,3,2,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,1
2H,0,0,0,0,0,0,0,0,0,2,1,1,3,2,0,1,0,0,0,0,7,0,9,0,0,0,0,0,0,0,Defender,1
2H,5,4,1,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
1H,12,10,2,0,0,0,3,1,2,3,1,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
1H,11,6,5,1,1,0,1,0,1,8,3,5,11,5,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,Midfielder,1
2H,6,5,1,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,19,14,5,1,0,1,2,2,0,1,1,0,5,0,4,3,2,0,0,0,7,0,3,0,0,0,0,0,1,0,Defender,1
1H,6,5,1,0,0,0,0,0,0,7,1,6,14,1,10,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
2H,17,13,4,0,0,0,3,1,2,0,0,0,8,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
E1,10,9,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,22,19,3,1,1,0,0,0,0,2,1,1,3,1,1,2,1,0,0,0,6,0,4,0,0,0,0,0,1,0,Defender,1
2H,17,16,1,1,0,1,2,2,0,1,1,0,4,2,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,Forward,1
2H,44,43,1,0,0,0,1,1,0,2,1,1,8,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Defender,1
2H,15,12,3,0,0,0,1,0,1,3,1,2,3,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,Defender,1
2H,36,31,5,0,0,0,0,0,0,2,1,1,12,3,6,0,2,0,0,0,2,0,1,1,1,0,0,0,1,0,Midfielder,1
1H,3,1,2,1,1,0,0,0,0,1,0,1,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,11,9,2,2,0,2,0,0,0,1,0,1,8,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Forward,1
E2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DefenderSubstitute,1
1H,15,14,1,0,0,0,0,0,0,0,0,0,11,4,5,3,1,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
2H,3,1,2,0,0,0,0,0,0,3,1,2,6,1,4,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,Defender,1
1H,13,9,4,0,0,0,1,1,0,1,1,0,9,0,5,6,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Defender,1
2H,11,8,3,0,0,0,1,0,1,7,5,2,4,2,2,0,1,0,0,0,6,0,4,1,0,1,0,0,1,0,Defender,1
2H,2,2,0,0,0,0,0,0,0,2,1,1,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,14,11,3,2,0,2,0,0,0,0,0,0,17,8,6,3,0,1,0,1,1,0,0,2,0,2,0,0,0,0,Midfielder,1
2H,3,2,1,0,0,0,1,1,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,MidfielderSubstitute,1
2H,3,3,0,0,0,0,0,0,0,2,0,2,4,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,ForwardSubstitute,1
2H,7,6,1,0,0,0,0,0,0,1,0,1,12,3,5,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,ForwardSubstitute,1
1H,17,12,5,3,1,2,0,0,0,2,2,0,8,0,6,4,1,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,13,9,4,1,0,1,1,1,0,3,1,2,15,3,4,10,0,0,0,0,7,0,2,0,0,0,0,0,0,0,Defender,1
2H,35,26,9,4,0,4,2,1,1,0,0,0,8,4,1,12,0,1,0,1,0,0,0,2,1,1,0,0,0,0,Defender,1
2H,36,34,2,0,0,0,1,1,0,1,1,0,4,2,2,1,1,0,0,0,6,0,1,0,0,0,0,0,1,0,Defender,1
2H,10,7,3,1,0,1,0,0,0,3,2,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,27,22,5,2,1,1,5,4,1,15,11,4,9,4,3,8,2,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,37,31,6,2,0,2,1,0,1,1,1,0,8,2,3,10,2,0,0,0,1,0,0,0,0,0,0,0,1,0,Defender,1
E1,8,6,2,0,0,0,4,3,1,2,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,5,3,2,0,0,0,0,0,0,1,1,0,6,3,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Forward,1
2H,11,10,1,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,Defender,1
2H,12,10,2,0,0,0,0,0,0,0,0,0,8,1,4,0,1,0,0,0,4,0,0,1,0,1,0,0,0,0,Midfielder,1
E2,4,3,1,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,19,16,3,3,0,3,0,0,0,1,1,0,8,4,2,2,0,0,0,0,2,0,2,1,0,1,0,0,0,0,Defender,1
2H,15,11,4,0,0,0,0,0,0,2,1,1,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,22,17,5,0,0,0,3,2,1,0,0,0,5,2,2,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,Defender,1
2H,6,6,0,0,0,0,0,0,0,3,0,3,11,1,6,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,Midfielder,1
1H,23,20,3,0,0,0,1,0,1,5,4,1,6,5,1,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,Defender,1
2H,8,3,5,1,0,1,0,0,0,1,0,1,5,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,5,4,1,0,0,0,0,0,0,5,4,1,9,5,3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,Forward,1
1H,17,16,1,0,0,0,0,0,0,0,0,0,7,2,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,19,15,4,0,0,0,1,0,1,2,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
2H,18,17,1,0,0,0,1,0,1,3,1,2,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,1
1H,19,16,3,0,0,0,6,5,1,6,5,1,2,2,0,2,0,0,0,0,1,0,0,3,1,2,0,0,0,0,Defender,1
1H,31,31,0,0,0,0,1,1,0,1,0,1,3,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
1H,20,16,4,0,0,0,1,0,1,6,3,3,6,4,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,Defender,1
2H,28,26,2,0,0,0,3,2,1,0,0,0,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,30,26,4,0,0,0,2,2,0,0,0,0,7,4,2,6,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,15,13,2,0,0,0,0,0,0,2,2,0,6,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,16,13,3,0,0,0,2,1,1,0,0,0,0,0,0,6,0,0,0,0,1,7,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,14,7,7,2,0,2,1,1,0,1,1,0,10,7,1,1,0,1,1,0,1,0,1,2,1,1,0,0,0,0,Forward,1
1H,40,37,3,0,0,0,3,2,1,1,0,1,6,2,3,1,2,0,0,0,2,0,2,0,0,0,0,0,1,0,Defender,1
2H,10,9,1,0,0,0,2,2,0,3,0,3,5,1,2,0,1,0,0,0,4,0,3,0,0,0,0,0,1,0,Defender,1
1H,23,20,3,3,0,3,1,1,0,3,1,2,10,4,2,3,1,3,1,2,2,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,17,13,4,4,2,2,3,2,1,1,1,0,4,0,3,4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,Midfielder,1
E1,5,3,2,0,0,0,3,1,2,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,12,11,1,0,0,0,0,0,0,0,0,0,10,4,4,1,3,0,0,0,4,0,1,1,1,0,0,0,0,0,Midfielder,1
2H,16,14,2,0,0,0,1,1,0,1,0,1,8,3,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,Midfielder,1
2H,38,36,2,0,0,0,1,1,0,1,1,0,10,4,3,0,1,0,0,0,3,0,1,2,1,1,0,0,0,0,Midfielder,1
1H,14,13,1,0,0,0,1,1,0,4,2,2,10,5,2,0,2,0,0,0,3,0,1,1,0,1,0,0,0,0,Defender,1
2H,33,32,1,0,0,0,1,0,1,1,0,1,11,2,6,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,13,12,1,0,0,0,0,0,0,0,0,0,5,2,3,4,0,1,0,1,3,0,0,0,0,0,0,1,0,0,Midfielder,1
1H,12,9,3,0,0,0,2,1,1,2,0,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,27,25,2,0,0,0,0,0,0,10,9,1,10,2,5,0,3,0,0,0,2,0,0,1,0,1,0,0,1,0,MidfielderSubstitute,1
1H,11,8,3,0,0,0,1,1,0,6,3,3,7,3,3,1,1,0,0,0,1,0,0,2,1,1,0,0,0,0,Forward,1
2H,25,24,1,1,1,0,2,2,0,0,0,0,9,4,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,Midfielder,1
E2,5,4,1,0,0,0,0,0,0,1,0,1,5,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,4,3,1,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
1H,25,22,3,0,0,0,1,1,0,3,1,2,5,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,9,6,3,1,0,1,0,0,0,1,0,1,8,4,3,0,1,0,0,0,4,0,0,2,0,2,0,0,0,0,MidfielderSubstitute,1
1H,32,30,2,0,0,0,1,1,0,0,0,0,5,0,2,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Midfielder,1
E1,13,12,1,1,0,1,0,0,0,1,1,0,1,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,16,14,2,0,0,0,0,0,0,0,0,0,8,2,5,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,21,16,5,0,0,0,1,0,1,0,0,0,7,2,3,0,2,0,0,0,3,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,19,18,1,0,0,0,1,1,0,2,1,1,14,2,7,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,13,11,2,1,1,0,1,1,0,0,0,0,11,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,25,22,3,1,0,1,0,0,0,0,0,0,12,4,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,18,15,3,0,0,0,1,1,0,0,0,0,7,3,1,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,Defender,1
1H,8,5,3,0,0,0,1,0,1,4,2,2,11,5,4,6,2,0,0,0,1,0,2,0,0,0,0,0,0,0,Defender,1
2H,27,21,6,4,0,4,1,0,1,1,0,1,13,10,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,23,22,1,0,0,0,2,2,0,1,0,1,8,5,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Goalkeeper,1
1H,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Goalkeeper,1
2H,37,35,2,1,1,0,1,1,0,0,0,0,7,4,3,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Defender,1
2H,12,9,3,0,0,0,1,1,0,4,3,1,7,4,2,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,32,26,6,2,1,1,1,0,1,4,3,1,9,4,2,6,0,1,1,0,3,0,0,0,0,0,0,0,0,0,Defender,1
2H,29,27,2,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,Defender,1
2H,13,12,1,2,2,0,0,0,0,1,0,1,7,3,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,16,8,8,1,0,1,1,0,1,1,1,0,6,2,4,5,1,0,0,0,5,0,2,0,0,0,0,0,1,0,Defender,1
E2,2,2,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Midfielder,1
