matchPeriod,Passes,Successful_passes,Unsuccessful_passes,Crosses,Successful_crosses,Unsuccessful_crosses,Long_passes,Long_passes_won,Long_passes_lost,Aerial,Aerial_won,Aerial_lost,Ground_duels,Ground_duels_won,Ground_duels_lost,Free_kicks,Fouls_received,Corners,Corners_successful,Corners_unsuccessful,Interceptions,Saves,Clearances,Shots,Shots_on_target,Shots_off_target,Goals,Goals_from_penalty,Yellow_card,Red_card,PlayerType,gender
2H,21,18,3,1,0,1,0,0,0,0,0,0,19,7,5,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,Midfielder,1
2H,8,7,1,0,0,0,0,0,0,2,1,1,10,3,4,2,1,2,1,1,3,0,0,3,2,1,1,0,0,0,Forward,1
2H,6,2,4,0,0,0,0,0,0,0,0,0,6,4,2,11,1,0,0,0,1,0,1,0,0,0,0,0,1,0,Defender,1
1H,22,21,1,0,0,0,1,1,0,0,0,0,4,2,0,2,0,0,0,0,3,0,1,1,0,1,0,0,0,0,Midfielder,1
E2,15,14,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Midfielder,1
1H,25,20,5,1,0,1,0,0,0,1,0,1,15,7,5,0,1,0,0,0,2,0,1,2,0,2,0,0,0,0,Midfielder,1
2H,2,2,0,0,0,0,0,0,0,6,5,1,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
1H,15,13,2,2,1,1,1,1,0,4,4,0,9,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,8,8,0,0,0,0,0,0,0,12,6,6,7,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Forward,1
E1,5,4,1,0,0,0,0,0,0,3,2,1,3,0,3,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,Forward,1
1H,28,20,8,3,1,2,1,1,0,1,1,0,9,3,6,4,0,2,1,1,1,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,11,9,2,1,1,0,0,0,0,3,1,2,5,1,3,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,Forward,1
1H,33,31,2,0,0,0,1,0,1,2,1,1,4,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
1H,16,16,0,0,0,0,1,1,0,2,1,1,12,2,7,0,3,0,0,0,7,0,1,0,0,0,0,0,1,0,Midfielder,1
2H,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,1,0,3,0,0,1,1,0,0,0,0,0,Midfielder,1
2H,10,7,3,1,0,1,3,2,1,0,0,0,2,1,1,4,1,1,0,1,2,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,7,6,1,1,1,0,0,0,0,1,1,0,7,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Midfielder,1
E1,4,4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,6,4,2,0,0,0,1,0,1,0,0,0,9,6,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,Defender,1
2H,36,33,3,0,0,0,5,3,2,0,0,0,8,0,5,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,Defender,1
2H,29,21,8,5,2,3,2,1,1,0,0,0,8,3,5,3,0,3,2,1,3,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,2,2,1,0,0,0,0,0,0,0,Goalkeeper,1
1H,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,45,41,4,0,0,0,4,3,1,4,3,1,11,9,1,1,0,0,0,0,4,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,37,30,7,1,0,1,1,0,1,0,0,0,19,7,10,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,23,18,5,1,0,1,9,5,4,1,0,1,2,1,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
1H,42,38,4,0,0,0,6,3,3,0,0,0,7,3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
1H,18,16,2,0,0,0,2,1,1,1,1,0,4,2,2,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,5,3,2,2,0,2,0,0,0,3,0,3,8,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Forward,1
2H,43,42,1,0,0,0,1,1,0,3,1,2,6,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,7,5,2,0,0,0,0,0,0,8,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,20,16,4,2,1,1,2,1,1,1,1,0,6,2,3,7,1,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
1H,35,30,5,0,0,0,1,1,0,10,7,3,2,1,1,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,Defender,1
2H,10,7,3,1,0,1,0,0,0,0,0,0,9,2,4,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Defender,1
2H,8,8,0,0,0,0,0,0,0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DefenderSubstitute,1
2H,30,28,2,2,2,0,0,0,0,0,0,0,5,2,2,6,0,0,0,0,2,0,0,1,0,1,0,0,0,0,Defender,1
2H,11,9,2,0,0,0,0,0,0,1,1,0,12,4,6,2,2,0,0,0,8,0,3,0,0,0,0,0,0,0,Defender,1
1H,18,17,1,0,0,0,1,0,1,6,4,2,3,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
2H,49,46,3,1,1,0,2,1,1,0,0,0,5,3,1,6,1,5,2,3,1,0,0,2,1,1,0,0,0,0,Midfielder,1
1H,12,4,8,4,1,3,2,0,2,2,2,0,9,0,6,6,1,0,0,0,4,0,3,0,0,0,0,0,0,0,Defender,1
1H,23,19,4,2,0,2,1,0,1,0,0,0,9,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
1H,13,11,2,3,1,2,1,1,0,1,1,0,2,1,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
2H,7,6,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,ForwardSubstitute,1
1H,15,13,2,0,0,0,3,2,1,0,0,0,1,0,0,11,0,0,0,0,0,3,1,0,0,0,0,0,0,0,Goalkeeper,1
1H,11,8,3,0,0,0,1,0,1,0,0,0,7,0,5,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,Midfielder,1
E1,7,6,1,0,0,0,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
1H,6,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,12,10,2,0,0,0,1,0,1,0,0,0,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Midfielder,1
2H,20,17,3,4,2,2,2,1,1,1,0,1,6,4,1,5,0,0,0,0,4,0,3,0,0,0,0,0,0,0,Defender,1
2H,4,3,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,ForwardSubstitute,1
1H,8,5,3,0,0,0,2,2,0,0,0,0,3,1,1,2,0,1,0,1,2,0,1,0,0,0,0,0,0,0,Forward,1
1H,11,9,2,0,0,0,4,2,2,6,4,2,4,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
1H,19,17,2,1,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Defender,1
1H,11,9,2,0,0,0,0,0,0,1,0,1,10,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,18,13,5,4,3,1,1,0,1,0,0,0,12,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Forward,1
1H,15,9,6,0,0,0,1,0,1,1,1,0,9,2,6,1,2,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,3,3,0,0,0,0,0,0,0,0,0,0,6,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Forward,1
1H,9,7,2,1,0,1,0,0,0,3,3,0,3,2,0,4,0,0,0,0,3,0,2,0,0,0,0,0,0,0,Defender,1
2H,5,3,2,2,0,2,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,2,2,0,0,0,0,0,0,0,1,1,0,4,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,MidfielderSubstitute,1
1H,42,38,4,0,0,0,4,0,4,1,0,1,6,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,Defender,1
1H,9,6,3,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Forward,1
2H,14,11,3,2,0,2,0,0,0,2,2,0,9,5,3,6,2,0,0,0,3,0,0,0,0,0,0,0,1,0,Defender,1
1H,19,15,4,3,0,3,1,1,0,0,0,0,9,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,14,13,1,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,Goalkeeper,1
1H,7,5,2,0,0,0,1,1,0,1,0,1,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,24,20,4,0,0,0,2,0,2,1,1,0,8,2,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,17,16,1,1,0,1,0,0,0,2,0,2,5,2,0,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,Forward,1
1H,21,18,3,0,0,0,0,0,0,2,0,2,6,1,3,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,Forward,1
1H,14,11,3,1,0,1,3,3,0,0,0,0,4,1,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,15,12,3,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,22,19,3,1,0,1,0,0,0,2,0,2,4,2,1,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,23,17,6,0,0,0,4,1,3,2,1,1,14,4,7,0,2,0,0,0,6,0,1,1,0,1,0,0,0,0,Midfielder,1
1H,27,20,7,3,1,2,2,0,2,3,2,1,8,1,5,7,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
1H,14,10,4,1,0,1,0,0,0,3,2,1,11,2,6,0,1,0,0,0,1,0,0,3,2,1,0,0,0,0,Forward,1
1H,16,14,2,0,0,0,2,2,0,0,0,0,3,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
1H,13,7,6,1,0,1,2,1,1,1,0,1,14,3,5,2,0,1,1,0,6,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,10,4,6,0,0,0,1,0,1,5,3,2,4,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,ForwardSubstitute,1
2H,6,3,3,1,0,1,2,1,1,1,0,1,2,1,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,10,10,0,0,0,0,1,1,0,2,1,1,7,5,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,Defender,1
2H,9,6,3,1,0,1,1,0,1,1,0,1,12,2,5,1,2,0,0,0,8,0,2,1,0,1,0,0,0,0,Midfielder,1
2H,2,2,0,0,0,0,0,0,0,4,0,4,5,3,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Midfielder,1
1H,29,23,6,0,0,0,4,1,3,1,1,0,8,4,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,Defender,1
E2,6,3,3,0,0,0,2,0,2,1,0,1,4,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,MidfielderSubstitute,1
2H,10,6,4,1,0,1,0,0,0,1,0,1,8,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
2H,4,2,2,0,0,0,0,0,0,3,1,2,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,2,2,0,0,0,0,0,0,0,4,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,23,20,3,0,0,0,3,2,1,2,2,0,6,2,3,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,33,29,4,0,0,0,0,0,0,0,0,0,14,8,3,2,0,1,1,0,2,0,0,1,1,0,0,0,0,0,Midfielder,1
1H,33,24,9,6,1,5,3,1,2,5,3,2,6,5,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
1H,23,21,2,0,0,0,2,1,1,0,0,0,3,2,1,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,Defender,1
2H,2,1,1,1,0,1,0,0,0,2,0,2,2,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,14,10,4,1,0,1,4,2,2,6,6,0,4,2,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,19,15,4,2,2,0,1,1,0,0,0,0,6,1,5,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,Defender,1
2H,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,4,1,0,0,0,0,0,0,0,Goalkeeper,1
1H,23,19,4,1,1,0,1,1,0,3,1,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
E1,5,5,0,2,2,0,2,2,0,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
2H,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,MidfielderSubstitute,1
2H,3,2,1,0,0,0,1,0,1,4,2,2,6,2,2,1,0,0,0,0,4,0,3,0,0,0,0,0,0,0,Defender,1
1H,25,20,5,3,1,2,0,0,0,0,0,0,5,1,3,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,Defender,1
1H,12,6,6,0,0,0,1,0,1,3,0,3,9,3,3,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,Forward,1
1H,36,35,1,0,0,0,6,5,1,0,0,0,3,2,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,Forward,1
1H,59,50,9,0,0,0,4,2,2,3,2,1,4,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,1
1H,17,16,1,0,0,0,3,3,0,3,2,1,5,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
2H,17,15,2,0,0,0,3,2,1,7,5,2,12,4,6,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,Defender,1
1H,20,15,5,5,2,3,0,0,0,1,1,0,9,4,3,13,1,3,1,2,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,10,8,2,0,0,0,0,0,0,9,3,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,10,9,1,1,0,1,1,1,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,ForwardSubstitute,1
E1,3,1,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,14,11,3,3,1,2,0,0,0,0,0,0,11,5,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
1H,46,42,4,0,0,0,4,3,1,4,1,3,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,14,9,5,0,0,0,2,1,1,2,1,1,10,2,4,5,1,0,0,0,9,0,4,0,0,0,0,0,0,0,Defender,1
2H,33,32,1,0,0,0,0,0,0,0,0,0,11,8,3,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,Midfielder,1
1H,11,8,3,0,0,0,0,0,0,4,2,2,7,2,1,5,0,0,0,0,5,0,3,0,0,0,0,0,0,0,Defender,1
1H,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,22,22,0,0,0,0,0,0,0,2,2,0,6,1,4,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,Defender,1
1H,6,4,2,0,0,0,0,0,0,1,1,0,9,3,4,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Midfielder,1
1H,9,8,1,1,0,1,1,1,0,4,2,2,4,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Forward,1
1H,14,12,2,0,0,0,0,0,0,0,0,0,8,1,4,2,0,1,0,1,4,0,0,0,0,0,0,0,0,0,Forward,1
2H,45,41,4,0,0,0,5,1,4,1,0,1,5,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,28,27,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,5,0,4,0,0,0,0,0,0,0,Defender,1
2H,3,1,2,0,0,0,0,0,0,1,0,1,3,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,MidfielderSubstitute,1
1H,15,12,3,2,1,1,0,0,0,1,0,1,15,5,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Forward,1
1H,27,26,1,0,0,0,2,2,0,1,1,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Defender,1
1H,20,10,10,4,2,2,0,0,0,0,0,0,11,1,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,12,10,2,0,0,0,2,0,2,1,0,1,3,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,Defender,1
1H,26,24,2,0,0,0,1,1,0,2,2,0,3,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,Defender,1
1H,9,5,4,3,0,3,0,0,0,4,1,3,8,5,2,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,Defender,1
2H,16,15,1,0,0,0,1,1,0,4,1,3,3,2,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,Defender,1
2H,10,9,1,1,1,0,0,0,0,0,0,0,7,3,4,0,1,0,0,0,1,0,0,3,2,1,0,0,0,0,Forward,1
2H,19,12,7,3,1,2,1,0,1,2,2,0,15,5,7,6,2,2,1,1,0,0,0,2,0,2,0,0,0,0,Midfielder,1
E2,7,6,1,0,0,0,0,0,0,1,0,1,6,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,31,28,3,0,0,0,3,2,1,3,3,0,5,2,2,1,0,0,0,0,9,0,5,0,0,0,0,0,0,0,Defender,1
1H,23,20,3,0,0,0,2,1,1,0,0,0,7,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,24,21,3,0,0,0,2,2,0,2,1,1,6,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Defender,1
2H,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,32,29,3,1,0,1,3,2,1,1,0,1,19,11,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
2H,4,4,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,MidfielderSubstitute,1
2H,2,2,0,0,0,0,0,0,0,2,0,2,5,2,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Forward,1
2H,5,3,2,0,0,0,0,0,0,10,8,2,8,3,4,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,Forward,1
1H,20,18,2,0,0,0,1,0,1,1,0,1,6,3,3,4,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
1H,33,32,1,0,0,0,6,5,1,2,2,0,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,15,11,4,0,0,0,5,2,3,0,0,0,2,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Defender,1
2H,12,8,4,0,0,0,0,0,0,1,1,0,1,1,0,9,0,0,0,0,3,1,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,5,2,3,0,0,0,0,0,0,12,4,8,10,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,1
1H,10,8,2,0,0,0,2,1,1,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,21,17,4,3,1,2,2,0,2,1,0,1,7,3,3,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Defender,1
E1,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MidfielderSubstitute,1
1H,23,20,3,2,2,0,2,1,1,0,0,0,4,1,2,3,0,0,0,0,5,0,2,0,0,0,0,0,0,0,Defender,1
2H,7,5,2,0,0,0,0,0,0,0,0,0,12,5,4,0,2,0,0,0,2,0,2,2,1,1,1,0,0,0,Forward,1
2H,19,18,1,0,0,0,0,0,0,2,2,0,3,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,2,2,0,1,1,0,0,0,0,0,0,0,6,2,3,0,3,0,0,0,2,0,1,1,1,0,1,0,1,0,Midfielder,1
2H,12,11,1,1,0,1,1,1,0,0,0,0,5,1,4,1,1,1,1,0,3,0,0,1,0,1,0,0,0,0,Midfielder,1
E2,13,12,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Defender,1
1H,14,11,3,1,0,1,0,0,0,4,3,1,6,0,3,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,Defender,1
2H,11,7,4,0,0,0,2,0,2,2,1,1,4,2,2,0,0,0,0,0,4,0,4,1,0,1,0,0,0,0,Defender,1
2H,27,20,7,4,2,2,1,0,1,1,0,1,11,4,2,7,1,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,15,13,2,0,0,0,1,0,1,3,2,1,10,4,4,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,Defender,1
1H,17,17,0,0,0,0,1,1,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,7,6,1,1,0,1,0,0,0,1,1,0,3,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,17,15,2,0,0,0,1,1,0,0,0,0,6,3,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,10,8,2,2,1,1,0,0,0,1,1,0,12,6,3,4,0,2,1,1,1,0,0,1,0,1,0,0,0,0,Forward,1
2H,5,3,2,2,0,2,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,13,11,2,3,2,1,2,2,0,3,0,3,5,1,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Defender,1
2H,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
2H,2,1,1,0,0,0,0,0,0,1,0,1,5,0,2,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,1
1H,55,52,3,0,0,0,3,2,1,4,3,1,10,5,4,3,1,2,0,2,4,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,26,21,5,1,0,1,1,0,1,1,0,1,8,2,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Defender,1
2H,11,10,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Goalkeeper,1
1H,12,10,2,0,0,0,3,2,1,3,2,1,2,0,0,1,0,0,0,0,5,0,2,1,1,0,0,0,0,0,Defender,1
1H,11,6,5,2,0,2,2,1,1,0,0,0,5,2,1,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,Midfielder,1
1H,38,31,7,0,0,0,4,0,4,4,2,2,13,8,2,3,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Midfielder,1
2H,7,4,3,0,0,0,0,0,0,0,0,0,9,2,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Midfielder,1
E1,9,6,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,1
E2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Goalkeeper,1
2H,11,7,4,4,1,3,1,1,0,0,0,0,9,9,0,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,Forward,1
2H,22,19,3,0,0,0,0,0,0,1,0,1,4,2,0,0,1,0,0,0,5,0,1,2,0,2,0,0,0,0,Midfielder,1
1H,42,37,5,1,0,1,3,2,1,2,2,0,11,2,4,3,3,2,2,0,5,0,1,0,0,0,0,0,1,0,Midfielder,1
1H,13,12,1,0,0,0,3,3,0,1,1,0,3,2,1,2,1,0,0,0,3,0,4,0,0,0,0,0,0,0,Defender,1
1H,31,28,3,4,2,2,2,2,0,1,0,1,10,5,4,3,1,0,0,0,2,0,0,2,0,2,0,0,0,0,Defender,1
2H,9,5,4,0,0,0,0,0,0,15,13,2,6,3,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,Forward,1
2H,40,37,3,0,0,0,3,3,0,2,1,1,16,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,13,11,2,0,0,0,1,1,0,1,0,1,3,1,1,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,Defender,1
2H,17,8,9,8,1,7,1,0,1,1,0,1,7,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,3,3,0,0,0,0,0,0,0,2,2,0,9,1,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Midfielder,1
2H,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ForwardSubstitute,1
2H,16,16,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,Goalkeeper,1
E2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Defender,1
2H,41,37,4,0,0,0,0,0,0,1,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,1
1H,26,22,4,1,0,1,6,4,2,3,1,2,10,4,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Midfielder,1
E1,16,14,2,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,Defender,1
